Generic Name,Brand Names,DrugBank Accession Number,Summary,Background,Weight,Chemical Formula
Leucovorin,"EnBrace HR, EnLyte, Lederle Leucovorin",DB00650,"Leucovorinis a folate analog used to treat the toxic effects of methotrexate and other folate antagonists, to treat megaloblastic anemia, and to provide palliative treatment of colorectal cancer.","Folinic Acid (also known as 5-formyl tetrahydrofolic acid or leucovorin) is the 5-formyl derivative of tetrahydrofolic acid, a necessary co-factor in the body. Commercially available leucovorin is composed of a 1:1 racemic mixture of the dextrorotary and levorotary isomers, while levoleucovorin contains only the pharmacologically active levo-isomer. In vitro, the levo-isomer has been shown to be rapidly converted to the biologically available methyl-tetrahydrofolate form while the dextro form is slowly excreted by the kidneys. Despite this difference in activity, the two commercially available forms have been shown to be pharmacokinetically identical and may be used interchangeably with limited differences in efficacy or side effects (Kovoor et al, 2009).As folate analogs, leucovorin and levoleucovorin are both used to counteract the toxic effects of folic acid antagonists, such as methotrexate, which act by inhibiting the enzyme dihydrofolate reductase (DHFR). They are indicated for use as rescue therapy following use of high-dose methotrexate in the treatment of osteosarcoma or for diminishing the toxicity associated with inadvertent overdosage of folic acid antagonists. Injectable forms are also indicated for use in the treatment of megaloblastic anemias due to folic acid deficiency when oral therapy is not feasible and for use in combination with 5-fluorouracil to prolong survival in the palliative treatment of patients with advanced colorectal cancer.Folic acid is an essential B vitamin required by the body for the synthesis of purines, pyrimidines, and methionine before incorporation into DNA or protein. However, in order to function in this role, it must first be reduced by the enzyme dihydrofolate reductase (DHFR) into the cofactors dihydrofolate (DHF) and tetrahydrofolate (THF). This important pathway, which is required for de novo synthesis of nucleic acids and amino acids, is disrupted when high-dose methotrexate is used for cancer therapy. As methotrexate functions as a DHFR inhibitor to prevent DNA synthesis in rapidly dividing cells, it also prevents the formation of DHF and THF. This results in a deficiency of coenzymes and a resultant buildup of toxic substances that are responsible for numerous adverse side effects associated with methotrexate therapy. As levoleucovorin and leucovorin are analogs of tetrahydrofolate (THF), they are able to bypass DHFR reduction and act as a cellular replacement for the co-factor THF, thereby preventing these toxic side effects.",Average: 473.446Monoisotopic: 473.165896109,C20H23N7O7
Colchicine,"Colcrys, Gloperba, Lodoco, Mitigare",DB01394,Colchicineis an alkaloid used to treat gout and Familial Mediterranean Fever as well as prevent major cardiovascular events.,"Colchicine is an alkaloid drug derived from a plant belonging to the Lily family, known asColchicum autumnale, or ""autumn crocus.""4Its use was first approved by the FDA in 1961.11Colchicine is used in the treatment of gout flares and Familial Mediterranean fever,9and prevention of major cardiovascular events.12It has also been investigated in other inflammatory and fibrotic conditions.1",Average: 399.443Monoisotopic: 399.168187529,C22H25NO6
Aminosalicylic acid,"Granupas, Paser D/r",DB00233,Aminosalicylic acidis an aminosalicylate drug used to induce remission in ulcerative colitis.,An antitubercular agent often administered in association with isoniazid. The sodium salt of the drug is better tolerated than the free acid.,Average: 153.1354Monoisotopic: 153.042593095,C7H7NO3
Bosentan,"Stayveer, Tracleer",DB00559,Bosentanis a dual endothelin receptor antagonist used to treat pulmonary arterial hypertension.,Bosentan is a dual endothelin receptor antagonist marketed under the trade name Tracleer by Actelion Pharmaceuticals. Bosentan is used to treat pulmonary hypertension by blocking the action of endothelin molecules that would otherwise promote narrowing of the blood vessels and lead to high blood pressure.,Average: 551.614Monoisotopic: 551.183854375,C27H29N5O6S
Pravastatin,,DB00175,"Pravastatinis an HMG-CoA reductase inhibitor used to lower lipid levels and to reduce the risk of cardiovascular events, including myocardial infarction and stroke.","Pravastatin is the 6-alpha-hydroxy acid form ofmevastatin.11Pravastatin was firstly approved in 1991 becoming the second available statin in the United States. It was the first statin administered as the active form and not as a prodrug.10This drug was developed by Sankyo Co. Ltd.; however, the first approved pravastatin product was developed by Bristol Myers Squibb and FDA approved in 1991.14Pravastatin is made through a fermentation process in whichmevastatinis first obtained. The manufacturing process is followed by the hydrolysis of the lactone group and the biological hydroxylation withStreptomyces carbophilusto introduce the allylic 6-alcohol group.12",Average: 424.5277Monoisotopic: 424.246103506,C23H36O7
Mannitol,"Aridol, Bronchitol, Cystosol, Osmitrol, Sag-M",DB00742,"Mannitolis a sugar alcohol used to test for asthma, to reduce intracranial and intraocular pressure, to measure glomerular filtration rate, and to manage pulmonary symptoms associated with cystic fibrosis.","Mannitol is an osmotic diuretic that is metabolically inert in humans and occurs naturally, as a sugar or sugar alcohol, in fruits and vegetables. Mannitol elevates blood plasma osmolality, resulting in enhanced flow of water from tissues, including the brain and cerebrospinal fluid, into interstitial fluid and plasma. As a result, cerebral edema, elevated intracranial pressure, and cerebrospinal fluid volume and pressure may be reduced. Mannitol may also be used for the promotion of diuresis before irreversible renal failure becomes established; the promotion of urinary excretion of toxic substances; as an Antiglaucoma agent; and as a renal function diagnostic aid.On October 30, 2020, mannitol was approved by the FDA as add-on maintenance therapy for the control of pulmonary symptoms associated with cystic fibrosis in adult patients and is currently marketed for this indication under the name BRONCHITOL® by Chiesi USA Inc.8",Average: 182.1718Monoisotopic: 182.07903818,C6H14O6
Tiotropium,"Inspiolto Respimat, Spiriva, Spiriva Respimat, Stiolto",DB01409,Tiotropiumis a long-acting bronchodilator used in the management of chronic obstructive pulmonary disease (COPD).,"Tiotropium is a long-acting, antimuscarinic bronchodilator used in the management of chronic obstructive pulmonary disease (COPD) and asthma.1,2,3,4,5Tiotropium acts mainly on M3 muscarinic receptors located in the airways to produce smooth muscle relaxation and bronchodilation.1,2,3,4,5Tiotropium is more specific for the subset of muscarinic receptors commonly found in the lungs thanipratropium.1Tiotropium was granted FDA approval on 30 January 2004.2",Average: 392.512Monoisotopic: 392.099024577,C19H22NO4S2
Sulfadoxine,,DB01299,Sulfadoxineis a long acting sulfonamide used for the treatment or prevention of malaria.,"A long acting sulfonamide that is used, usually in combination with other drugs, for respiratory, urinary tract, and malarial infections.",Average: 310.329Monoisotopic: 310.073575646,C12H14N4O4S
Dapsone,Aczone,DB00250,"Dapsoneis a sulfone drug used to treat acne vulgaris, Hansen's disease, and dermatitis herpetiformis.","A sulfone active against a wide range of bacteria but mainly employed for its actions against mycobacterium leprae. Its mechanism of action is probably similar to that of the sulfonamides which involves inhibition of folic acid synthesis in susceptible organisms. It is also used with pyrimethamine in the treatment of malaria. (From Martindale, The Extra Pharmacopoeia, 30th ed, p157-8)",Average: 248.301Monoisotopic: 248.061948328,C12H12N2O2S
Fluoxetine,"Prozac, Sarafem, Symbyax",DB00472,"Fluoxetineis a selective serotonin reuptake inhibitor used to treat major depressive disorder, bulimia, OCD, premenstrual dysphoric disorder, panic disorder, and bipolar I.","Fluoxetine is a 2nd generation antidepressant categorized as a selective serotonin reuptake inhibitor (SSRI).2It gained FDA approval in 1987 and although it was initially intended for the treatment of depression, today it is commonly prescribed to manage depression in addition to various other pathologies.13",Average: 309.3261Monoisotopic: 309.134048818,C17H18F3NO
Ivermectin,"Sklice, Soolantra, Stromectol",DB00602,"Ivermectinis an anti parasite medication used to treat head lice, onchocerciasis, strongyloidiasis, ascariasis, trichuriasis, and enterobiasis.","Ivermectin is a semi-synthetic antiparasitic medication derived from avermectins, a class of highly-active broad-spectrum antiparasitic agents isolated from the fermentation products ofStreptomyces avermitilis.8Ivermectin itself is a mixture of two avermectins, comprising roughly 90% 5-O-demethyl-22,23-dihydroavermectin A1a(22,23-dihydroavermectin B1a) and 10% 5-O-demethyl-25-de(1-methylpropyl)-22,23-dihydro­-25-(1-methylethyl)avermectin A1a(22,23-dihydroavermectin B1b).8Ivermectin is mainly used in humans in the treatment of onchocerciasis, but may also be effective against other worm infestations (such as strongyloidiasis, ascariasis, trichuriasis and enterobiasis). Applied topically, it may be used in the treatment of head lice infestation.With the advent of 2020 and the COVID-19 pandemic, ivermectin began garnering notoriety due to its off-label use for the prophylaxis and treatment of COVID-19. While studies are still ongoing, much of the evidence for ivermectin in COVID-19 relies on pre-printin vitrodata, and the clinical utility of this data remains unclear. Due to a number of factors - for example, the relatively low number of patients per trial and the speed at which these trials were conducted - studies on the use of ivermectin in COVID-19 have been fraught with statistical errors and accusations of plagiarism.9,5In addition, the use of aggregate patient data in large-scale meta-analyses (as opposed to individual patient data (IPD)) has been shown to disguise otherwise blatant data errors, such as extreme terminal digit bias and the duplication of blocks of patient records.5Until high-quality, peer-reviewed data regarding both the safety and efficacy of ivermectin for COVID-19 in humans becomes available, the use of ivermectin for these purposes should be avoided in favour of thoroughly-vetted therapies (e.g. COVID-19 vaccines likeComirnaty).",Average: 1736.185Monoisotopic: 1735.000064061,C95H146O28
